"CHOICE","CAR_TT","TRAIN_TT","SM_TT","CAR_CO","TRAIN_CO","SM_CO","AGE","GA","SM_SEATS","LUGGAGE"
3,70,100,61,52,89,99,4,0,0,3
3,56,77,63,40,119,147,4,0,0,3
3,70,85,59,32,89,119,4,0,0,3
3,56,100,59,40,99,116,4,0,0,3
3,70,77,63,40,89,106,4,0,0,3
2,140,204,54,80,100,100,4,0,1,1
2,112,204,68,64,75,108,4,0,1,1
2,182,158,60,64,75,100,4,0,0,1
2,182,173,68,104,75,108,4,0,0,1
2,112,173,68,104,83,100,4,0,0,1
2,140,158,60,64,100,108,4,0,1,1
2,182,158,68,80,83,100,4,0,1,1
2,140,173,68,104,100,133,4,0,1,1
2,140,158,54,104,83,108,4,0,0,1
2,260,161,53,145,100,108,5,0,0,1
2,260,146,47,188,100,100,5,0,0,1
1,260,192,61,116,100,133,5,0,0,1
1,160,146,53,116,83,133,5,0,0,1
2,200,192,53,188,75,100,5,0,0,1
1,200,161,47,116,75,133,5,0,0,1
1,160,146,61,145,100,133,5,0,0,1
1,200,146,61,145,75,108,5,0,0,1
2,160,192,47,145,83,108,5,0,0,1
2,80,130,67,56,4200,5040,4,1,0,1
2,104,130,63,91,4200,6720,4,1,1,1
2,104,130,60,70,3780,6720,4,1,0,1
2,64,103,60,91,3780,6720,4,1,1,1
2,104,112,60,56,4200,5460,4,1,1,1
2,64,112,63,70,3780,5040,4,1,1,1
2,64,112,60,56,5040,5040,4,1,0,1
2,64,130,63,91,5040,5460,4,1,0,1
2,80,112,63,70,4200,6720,4,1,0,1
1,80,106,33,55,5040,5040,4,1,1,1
1,104,83,36,44,3780,5040,4,1,0,1
1,64,106,40,44,3780,5460,4,1,1,1
1,104,91,40,71,3780,5460,4,1,0,1
1,64,91,40,71,4200,5040,4,1,0,1
1,104,83,40,55,4200,5040,4,1,1,1
1,80,83,36,44,5040,5460,4,1,1,1
1,80,83,33,71,4200,5460,4,1,0,1
1,80,91,40,71,5040,6720,4,1,1,1
2,90,159,86,48,4200,5040,4,1,0,1
1,117,159,82,78,4200,6720,4,1,1,1
1,117,159,79,60,3780,6720,4,1,0,1
1,72,126,79,78,3780,6720,4,1,1,1
2,117,137,79,48,4200,5460,4,1,1,1
1,72,137,82,60,3780,5040,4,1,1,1
2,72,137,79,48,5040,5040,4,1,0,1
2,72,159,82,78,5040,5460,4,1,0,1
1,90,137,82,60,4200,6720,4,1,0,1
2,182,185,72,90,5040,5460,4,1,0,1
1,182,221,80,72,5040,6720,4,1,0,1
2,182,167,66,117,5040,5040,4,1,0,1
1,112,167,72,72,4200,6720,4,1,0,1
1,140,221,72,117,3780,5040,4,1,0,1
1,112,167,80,90,5040,6720,4,1,0,1
1,140,185,66,72,3780,6720,4,1,0,1
1,112,221,66,90,4200,5460,4,1,0,1
1,140,167,80,90,3780,5460,4,1,0,1
1,80,108,70,36,2900,3480,5,1,0,1
1,104,108,66,45,2610,4640,5,1,0,1
1,104,108,68,58,2900,4640,5,1,1,1
1,64,84,66,58,2610,4640,5,1,1,1
1,104,92,66,36,2900,3770,5,1,1,1
1,64,92,66,36,3480,3480,5,1,0,1
1,64,92,68,45,2610,3480,5,1,1,1
1,80,92,68,45,2900,4640,5,1,0,1
1,64,108,68,58,3480,3770,5,1,0,1
3,182,112,88,400,3480,3770,5,1,0,1
1,182,128,90,320,3480,4640,5,1,0,1
2,182,104,86,520,3480,3480,5,1,0,1
1,112,104,88,320,2900,4640,5,1,0,1
2,140,128,88,520,2610,3480,5,1,0,1
1,112,104,90,400,3480,4640,5,1,0,1
2,140,112,86,320,2610,4640,5,1,0,1
1,112,128,86,400,2900,3770,5,1,0,1
1,140,104,90,400,2610,3770,5,1,0,1
2,40,65,32,60,3480,3480,5,1,1,1
2,32,65,36,48,2610,3770,5,1,1,1
2,52,55,34,48,2610,3480,5,1,0,1
2,52,58,36,78,2610,3770,5,1,0,1
1,32,58,36,78,2900,3480,5,1,0,1
1,52,55,36,60,2900,3480,5,1,1,1
1,40,55,34,48,3480,3770,5,1,1,1
1,40,58,36,78,3480,4640,5,1,1,1
1,40,55,32,78,2900,3770,5,1,0,1
3,90,169,119,50,196,196,4,0,1,0
3,72,169,123,40,147,212,4,0,1,0
3,117,133,121,40,147,196,4,0,0,0
3,117,145,123,65,147,212,4,0,0,0
3,72,145,123,65,163,196,4,0,0,0
3,90,133,121,40,196,212,4,0,1,0
3,117,133,123,50,163,196,4,0,1,0
3,90,145,123,65,196,261,4,0,1,0
3,90,133,119,65,163,212,4,0,0,0
1,70,111,48,32,1429,1715,3,1,0,1
1,91,111,44,52,1429,2286,3,1,1,1
1,91,111,41,40,1286,2286,3,1,0,1
1,56,90,41,52,1286,2286,3,1,1,1
1,91,97,41,32,1429,1858,3,1,1,1
1,56,97,44,40,1286,1715,3,1,1,1
1,56,97,41,32,1715,1715,3,1,0,1
1,56,111,44,52,1715,1858,3,1,0,1
1,70,97,44,40,1429,2286,3,1,0,1
2,60,64,31,70,245,245,3,0,1,1
1,48,64,35,56,184,265,3,0,1,1
1,78,54,33,56,184,245,3,0,0,1
2,78,57,35,91,184,265,3,0,0,1
2,48,57,35,91,204,245,3,0,0,1
2,60,54,33,56,245,265,3,0,1,1
2,78,54,35,70,204,245,3,0,1,1
1,60,57,35,91,245,326,3,0,1,1
2,60,54,31,91,204,265,3,0,0,1
2,234,217,104,150,576,624,2,0,0,1
2,234,197,98,195,576,576,2,0,0,1
2,234,257,112,120,576,768,2,0,0,1
1,144,197,104,120,480,768,2,0,0,1
1,180,257,104,195,432,576,2,0,0,1
1,180,217,98,120,432,768,2,0,0,1
2,144,197,112,150,576,768,2,0,0,1
1,180,197,112,150,432,624,2,0,0,1
2,144,257,98,150,480,624,2,0,0,1
2,156,127,51,80,70,75,3,0,0,1
2,156,116,46,104,70,70,3,0,0,1
2,156,148,57,64,70,93,3,0,0,1
2,96,116,51,64,58,93,3,0,0,1
2,120,148,51,104,52,70,3,0,0,1
3,120,127,46,64,52,93,3,0,0,1
2,96,116,57,80,70,93,3,0,0,1
2,120,116,57,80,52,75,3,0,0,1
2,96,148,46,80,58,75,3,0,0,1
2,117,106,51,45,46,50,4,0,0,1
2,117,124,55,36,46,57,4,0,0,1
2,117,97,48,58,46,48,4,0,0,1
2,72,97,51,36,38,50,4,0,0,1
2,90,124,51,58,34,40,4,0,0,1
2,90,106,48,36,34,48,4,0,0,1
2,72,97,55,45,46,57,4,0,0,1
2,90,97,55,45,34,42,4,0,0,1
2,72,124,48,45,38,45,4,0,0,1
2,60,111,39,50,42,46,3,0,1,1
2,78,90,42,40,31,38,3,0,0,1
2,48,111,46,40,31,40,3,0,1,1
2,78,97,46,65,31,40,3,0,0,1
2,48,97,46,65,35,42,3,0,0,1
2,78,90,46,50,35,42,3,0,1,1
2,60,90,42,40,42,49,3,0,1,1
2,60,90,39,65,35,43,3,0,0,1
1,60,97,46,65,42,56,3,0,1,1
2,150,220,67,85,60,60,2,0,1,1
2,120,220,81,68,45,65,2,0,1,1
2,195,169,73,68,45,60,2,0,0,1
2,195,186,81,110,45,65,2,0,0,1
2,120,186,81,110,50,60,2,0,0,1
2,150,169,73,68,60,65,2,0,1,1
2,195,169,81,85,50,60,2,0,1,1
2,150,186,81,110,60,80,2,0,1,1
2,150,169,67,110,50,65,2,0,0,1
2,221,226,118,95,60,65,4,0,0,1
2,221,205,112,123,60,60,4,0,0,1
2,221,268,126,76,60,80,4,0,0,1
2,136,205,118,76,50,80,4,0,0,1
2,170,268,118,123,45,60,4,0,0,1
2,170,226,112,76,45,80,4,0,0,1
2,136,205,126,95,60,80,4,0,0,1
2,170,205,126,95,45,65,4,0,0,1
2,136,268,112,95,50,65,4,0,0,1
2,100,161,79,60,3120,3120,3,1,1,1
2,80,161,86,48,2340,3380,3,1,1,1
2,130,125,82,48,2340,3120,3,1,0,1
2,130,137,86,78,2340,3380,3,1,0,1
2,80,137,86,78,2600,3120,3,1,0,1
2,130,125,86,60,2600,3120,3,1,1,1
2,100,125,82,48,3120,3380,3,1,1,1
2,100,125,79,78,2600,3380,3,1,0,1
2,100,137,86,78,3120,4160,3,1,1,1
2,80,127,51,50,3120,3120,3,1,1,1
2,104,100,54,40,2340,3120,3,1,0,1
2,64,127,58,40,2340,3380,3,1,1,1
2,104,109,58,65,2340,3380,3,1,0,1
2,64,109,58,65,2600,3120,3,1,0,1
2,104,100,58,50,2600,3120,3,1,1,1
2,80,100,54,40,3120,3380,3,1,1,1
2,80,100,51,65,2600,3380,3,1,0,1
2,80,109,58,65,3120,4160,3,1,1,1
2,182,174,61,90,3120,3380,4,1,0,1
2,182,159,55,117,3120,3120,4,1,0,1
1,182,205,69,72,3120,4160,4,1,0,1
1,112,159,61,72,2600,4160,4,1,0,1
1,140,205,61,117,2340,3120,4,1,0,1
1,140,174,55,72,2340,4160,4,1,0,1
1,112,159,69,90,3120,4160,4,1,0,1
1,140,159,69,90,2340,3380,4,1,0,1
2,112,205,55,90,2600,3380,4,1,0,1
2,90,145,73,48,2600,3120,2,1,0,1
2,117,145,69,78,2600,4160,2,1,1,1
2,117,145,66,60,2340,4160,2,1,0,1
2,72,114,66,78,2340,4160,2,1,1,1
2,117,124,66,48,2600,3380,2,1,1,1
2,72,124,69,60,2340,3120,2,1,1,1
2,72,124,66,48,3120,3120,2,1,0,1
2,72,145,69,78,3120,3380,2,1,0,1
2,90,124,69,60,2600,4160,2,1,0,1
2,90,131,61,40,2600,3120,3,1,0,1
1,117,131,54,50,2340,4160,3,1,0,1
1,117,131,57,65,2600,4160,3,1,1,1
1,72,102,54,65,2340,4160,3,1,1,1
2,117,112,54,40,2600,3380,3,1,1,1
2,72,112,54,40,3120,3120,3,1,0,1
2,72,112,57,50,2340,3120,3,1,1,1
2,72,131,57,65,3120,3380,3,1,0,1
1,90,112,57,50,2600,4160,3,1,0,1
1,90,99,34,48,60,71,3,0,0,1
2,117,99,30,78,60,84,3,0,1,1
1,117,99,27,60,54,78,3,0,0,1
1,72,78,27,78,54,78,3,0,1,1
1,117,85,27,48,60,74,3,0,1,1
1,72,85,30,60,54,65,3,0,1,1
1,72,85,27,48,72,78,3,0,0,1
1,72,99,30,78,72,84,3,0,0,1
1,90,85,30,60,60,84,3,0,0,1
2,182,179,66,90,101,118,4,0,0,1
2,182,164,60,117,101,109,4,0,0,1
2,182,210,74,72,101,137,4,0,0,1
2,112,164,66,72,84,118,4,0,0,1
2,140,210,66,117,76,90,4,0,0,1
2,140,179,60,72,76,109,4,0,0,1
2,112,164,74,90,101,137,4,0,0,1
2,140,164,74,90,76,94,4,0,0,1
2,112,210,60,90,84,105,4,0,0,1
2,91,97,44,35,5040,5460,2,1,0,1
2,91,90,41,45,5040,5040,2,1,0,1
2,91,111,48,28,5040,6720,2,1,0,1
2,56,90,44,28,4200,6720,2,1,0,1
2,70,111,44,45,3780,5040,2,1,0,1
2,70,97,41,28,3780,6720,2,1,0,1
2,56,90,48,35,5040,6720,2,1,0,1
2,70,90,48,35,3780,5460,2,1,0,1
2,56,111,41,35,4200,5460,2,1,0,1
2,150,241,95,95,5040,5040,3,1,1,1
2,195,188,101,76,3780,5040,3,1,0,1
2,120,241,109,76,3780,5460,3,1,1,1
2,195,206,109,123,3780,5460,3,1,0,1
2,120,206,109,123,4200,5040,3,1,0,1
2,195,188,109,95,4200,5040,3,1,1,1
2,150,188,101,76,5040,5460,3,1,1,1
2,150,188,95,123,4200,5460,3,1,0,1
2,150,206,109,123,5040,6720,3,1,1,1
2,90,106,41,140,4200,5040,4,1,0,1
2,117,106,37,227,4200,6720,4,1,1,1
1,117,106,34,175,3780,6720,4,1,0,1
1,72,85,34,227,3780,6720,4,1,1,1
2,117,92,34,140,4200,5460,4,1,1,1
2,72,92,37,175,3780,5040,4,1,1,1
2,72,92,34,140,5040,5040,4,1,0,1
2,72,106,37,227,5040,5460,4,1,0,1
1,90,92,37,175,4200,6720,4,1,0,1
2,80,116,44,120,498,498,4,0,1,1
2,104,95,47,96,373,498,4,0,0,1
1,64,116,51,96,373,539,4,0,1,1
1,104,102,51,156,373,539,4,0,0,1
2,64,102,51,156,415,498,4,0,0,1
2,104,95,51,120,415,498,4,0,1,1
2,80,95,47,96,498,539,4,0,1,1
2,80,95,44,156,415,539,4,0,0,1
2,80,102,51,156,498,664,4,0,1,1
1,156,125,101,75,46,48,3,0,0,0
1,156,143,103,60,46,50,3,0,0,0
1,156,116,99,97,46,46,3,0,0,0
1,96,116,101,60,38,45,3,0,0,0
1,120,143,101,97,34,38,3,0,0,0
1,96,116,103,75,46,50,3,0,0,0
1,120,125,99,60,34,42,3,0,0,0
1,96,143,99,75,38,42,3,0,0,0
1,120,116,103,75,34,40,3,0,0,0
2,110,168,96,32,29,32,4,0,0,0
2,143,168,92,52,29,40,4,0,1,0
2,143,168,89,40,26,38,4,0,0,0
2,88,134,89,52,26,38,4,0,1,0
2,143,145,89,32,29,35,4,0,1,0
2,88,145,92,40,26,29,4,0,1,0
2,88,145,89,32,35,38,4,0,0,0
2,88,168,92,52,35,40,4,0,0,0
2,110,145,92,40,29,40,4,0,0,0
2,85,78,49,12,11,12,2,0,0,0
2,110,78,45,15,10,15,2,0,0,0
2,110,78,47,19,11,16,2,0,1,0
2,68,68,45,19,10,15,2,0,1,0
2,110,71,45,12,11,14,2,0,1,0
2,68,71,47,15,10,12,2,0,1,0
2,68,71,45,12,13,15,2,0,0,0
2,85,71,47,15,11,16,2,0,0,0
2,68,78,47,19,13,16,2,0,0,0
2,70,87,51,15,16,18,3,0,1,1
2,56,87,55,12,12,15,3,0,1,1
2,91,72,53,12,12,14,3,0,0,1
2,91,77,55,19,12,15,3,0,0,1
3,56,77,55,19,13,16,3,0,0,1
3,70,72,53,12,16,19,3,0,1,1
2,91,72,55,15,13,16,3,0,1,1
3,70,77,55,19,16,23,3,0,1,1
2,70,72,51,19,13,16,3,0,0,1
3,90,143,63,25,49,51,1,0,1,1
2,117,110,66,20,37,42,1,0,0,1
3,72,143,70,20,37,44,1,0,1,1
2,117,121,70,32,37,44,1,0,0,1
2,72,121,70,32,41,46,1,0,0,1
2,117,110,70,25,41,46,1,0,1,1
2,90,110,66,20,49,53,1,0,1,1
2,90,110,63,32,41,47,1,0,0,1
3,90,121,70,32,49,60,1,0,1,1
1,117,132,77,50,5040,5460,3,1,0,1
2,117,121,74,65,5040,5040,3,1,0,1
3,117,153,81,40,5040,6720,3,1,0,1
3,72,121,77,40,4200,6720,3,1,0,1
1,90,153,77,65,3780,5040,3,1,0,1
3,90,132,74,40,3780,6720,3,1,0,1
1,72,121,81,50,5040,6720,3,1,0,1
1,90,121,81,50,3780,5460,3,1,0,1
3,72,153,74,50,4200,5460,3,1,0,1
2,70,96,31,112,4200,5040,3,1,0,1
2,91,96,27,182,4200,6720,3,1,1,1
2,91,96,24,140,3780,6720,3,1,0,1
2,56,75,24,182,3780,6720,3,1,1,1
2,91,82,24,112,4200,5460,3,1,1,1
2,56,82,27,140,3780,5040,3,1,1,1
2,56,82,24,112,5040,5040,3,1,0,1
2,56,96,27,182,5040,5460,3,1,0,1
2,70,82,27,140,4200,6720,3,1,0,1
2,80,110,35,45,43,48,4,0,1,0
2,104,85,38,36,32,38,4,0,0,0
2,64,110,42,36,32,42,4,0,1,0
2,104,93,42,58,32,42,4,0,0,0
2,64,93,42,58,36,42,4,0,0,0
2,104,85,42,45,36,42,4,0,1,0
2,80,85,38,36,43,50,4,0,1,0
2,80,85,35,58,36,45,4,0,0,0
2,80,93,42,58,43,57,4,0,1,0
2,180,190,119,68,66,72,1,0,0,1
2,234,190,115,110,66,80,1,0,1,1
2,234,190,112,85,59,72,1,0,0,1
1,144,160,112,110,59,72,1,0,1,1
1,234,170,112,68,66,74,1,0,1,1
1,144,170,115,85,59,66,1,0,1,1
2,144,170,112,68,79,82,1,0,0,1
2,144,190,115,110,79,86,1,0,0,1
1,180,170,115,85,66,80,1,0,0,1
2,90,134,63,48,40,45,1,0,0,1
2,117,134,56,60,36,49,1,0,0,1
2,117,134,59,78,40,53,1,0,1,1
2,72,104,56,78,36,49,1,0,1,1
2,117,114,56,48,40,46,1,0,1,1
2,72,114,59,60,36,42,1,0,1,1
2,72,114,56,48,48,50,1,0,0,1
2,72,134,59,78,48,53,1,0,0,1
2,90,114,59,60,40,53,1,0,0,1
2,110,151,49,80,48,50,4,0,1,1
2,143,119,54,64,36,42,4,0,0,1
2,88,151,60,64,36,43,4,0,1,1
2,143,130,60,104,36,43,4,0,0,1
2,88,130,60,104,40,45,4,0,0,1
2,143,119,60,80,40,45,4,0,1,1
2,110,119,54,64,48,53,4,0,1,1
2,110,119,49,104,40,46,4,0,0,1
2,110,130,60,104,48,62,4,0,1,1
2,90,151,71,60,100,103,2,0,1,1
2,117,118,74,48,75,86,2,0,0,1
2,72,151,78,48,75,90,2,0,1,1
2,117,129,78,78,75,90,2,0,0,1
2,72,129,78,78,83,91,2,0,0,1
2,117,118,78,60,83,91,2,0,1,1
2,90,118,74,48,100,108,2,0,1,1
2,90,118,71,78,83,95,2,0,0,1
2,90,129,78,78,100,123,2,0,1,1
2,100,126,98,120,68,71,3,0,0,0
2,130,126,96,195,68,83,3,0,1,0
2,130,126,94,150,61,76,3,0,0,0
3,80,97,94,195,61,76,3,0,1,0
1,130,107,94,120,68,76,3,0,1,0
2,80,107,96,150,61,65,3,0,1,0
3,80,107,94,120,82,83,3,0,0,0
3,80,126,96,195,82,86,3,0,0,0
3,100,107,96,150,68,83,3,0,0,0
2,90,146,71,40,3120,3120,2,1,1,1
2,72,146,78,32,2340,3380,2,1,1,1
2,117,117,74,32,2340,3120,2,1,0,1
2,117,127,78,52,2340,3380,2,1,0,1
2,72,127,78,52,2600,3120,2,1,0,1
2,90,117,74,32,3120,3380,2,1,1,1
2,117,117,78,40,2600,3120,2,1,1,1
2,90,127,78,52,3120,4160,2,1,1,1
2,90,117,71,52,2600,3380,2,1,0,1
2,60,126,56,35,3120,3120,1,1,1,1
1,78,105,59,28,2340,3120,1,1,0,1
1,48,126,63,28,2340,3380,1,1,1,1
1,78,112,63,45,2340,3380,1,1,0,1
1,48,112,63,45,2600,3120,1,1,0,1
1,78,105,63,35,2600,3120,1,1,1,1
2,60,105,59,28,3120,3380,1,1,1,1
1,60,105,56,45,2600,3380,1,1,0,1
1,60,112,63,45,3120,4160,1,1,1,1
2,280,331,160,160,133,146,2,0,0,0
2,364,331,150,260,133,174,2,0,1,0
2,364,331,142,200,120,161,2,0,0,0
2,224,253,142,260,120,161,2,0,1,0
2,364,279,142,160,133,150,2,0,1,0
2,224,279,150,200,120,137,2,0,1,0
2,224,279,142,160,160,168,2,0,0,0
2,224,331,150,260,160,178,2,0,0,0
2,280,279,150,200,133,174,2,0,0,0
1,200,267,91,100,262,281,3,0,1,3
2,260,206,99,80,196,225,3,0,0,3
3,160,267,109,80,196,245,3,0,1,3
2,260,226,109,130,196,245,3,0,0,3
3,160,226,109,130,218,245,3,0,0,3
2,260,206,109,100,218,245,3,0,1,3
3,200,206,99,80,262,301,3,0,1,3
2,200,206,91,130,218,266,3,0,0,3
3,200,226,109,130,262,357,3,0,1,3
2,90,121,52,44,130,147,3,0,0,1
1,117,121,48,71,130,176,3,0,1,1
1,117,121,45,55,117,162,3,0,0,1
1,72,94,45,71,117,162,3,0,1,1
2,117,103,45,44,130,153,3,0,1,1
2,72,103,48,55,117,136,3,0,1,1
2,72,103,45,44,156,162,3,0,0,1
2,72,121,48,71,156,169,3,0,0,1
1,90,103,48,55,130,176,3,0,0,1
2,90,110,71,16,18,20,2,0,0,1
2,117,110,67,20,16,21,2,0,0,1
2,117,110,69,26,18,23,2,0,1,1
2,72,85,67,26,16,21,2,0,1,1
2,117,93,67,16,18,20,2,0,1,1
2,72,93,67,16,22,23,2,0,0,1
2,72,93,69,20,16,18,2,0,1,1
2,90,93,69,20,18,23,2,0,0,1
2,72,110,69,26,22,24,2,0,0,1
2,70,103,31,40,30,34,4,0,0,0
2,91,82,34,32,22,26,4,0,0,0
3,56,103,38,32,22,28,4,0,0,0
2,91,89,38,52,22,28,4,0,0,0
2,56,89,38,52,25,29,4,0,0,0
2,91,82,38,40,25,29,4,0,0,0
2,70,82,34,32,30,38,4,0,0,0
2,70,82,31,52,25,32,4,0,0,0
2,70,89,38,52,30,43,4,0,0,0
2,299,271,104,145,79,94,2,0,0,0
2,299,245,95,188,79,88,2,0,0,0
2,299,323,116,116,79,110,2,0,0,0
3,184,245,104,116,66,94,2,0,0,0
2,230,323,104,188,59,72,2,0,0,0
2,230,271,95,116,59,86,2,0,0,0
3,184,245,116,145,79,110,2,0,0,0
2,230,245,116,145,59,74,2,0,0,0
3,184,323,95,145,66,80,2,0,0,0
2,70,126,47,45,31,38,2,0,0,0
2,91,94,50,36,23,28,2,0,0,0
2,56,126,54,36,23,31,2,0,0,0
2,91,105,54,58,23,31,2,0,0,0
2,56,105,54,58,26,32,2,0,0,0
2,91,94,54,45,26,32,2,0,0,0
2,70,94,50,36,31,40,2,0,0,0
2,70,94,47,58,26,34,2,0,0,0
2,70,105,54,58,31,45,2,0,0,0
2,65,54,30,30,19,25,3,0,0,0
2,65,51,28,39,19,22,3,0,0,0
1,65,61,32,24,19,31,3,0,0,0
1,40,51,30,24,16,26,3,0,0,0
2,50,61,30,39,14,18,3,0,0,0
2,50,54,28,24,14,22,3,0,0,0
1,40,51,32,30,19,31,3,0,0,0
1,50,51,32,30,14,19,3,0,0,0
2,40,61,28,30,16,21,3,0,0,0
2,91,110,55,40,31,40,3,0,0,0
2,91,99,52,52,31,36,3,0,0,0
3,91,132,59,32,31,45,3,0,0,0
3,56,99,55,32,26,40,3,0,0,0
2,70,132,55,52,23,28,3,0,0,0
2,70,110,52,32,23,36,3,0,0,0
2,56,99,59,40,31,45,3,0,0,0
2,70,99,59,40,23,29,3,0,0,0
2,56,132,52,40,26,32,3,0,0,0
2,104,104,49,40,31,40,4,0,0,0
2,104,97,46,52,31,36,4,0,0,0
2,104,118,53,32,31,45,4,0,0,0
2,64,97,49,32,26,40,4,0,0,0
2,80,118,49,52,23,28,4,0,0,0
2,80,104,46,32,23,36,4,0,0,0
2,64,97,53,40,31,45,4,0,0,0
2,80,97,53,40,23,29,4,0,0,0
2,64,118,46,40,26,32,4,0,0,0
3,100,138,66,48,35,38,2,0,0,1
2,130,138,62,78,35,45,2,0,0,1
2,130,138,59,60,31,42,2,0,0,1
3,80,106,59,78,31,42,2,0,0,1
2,130,117,59,48,35,40,2,0,0,1
3,80,117,62,60,31,35,2,0,0,1
3,80,117,59,48,42,45,2,0,0,1
3,80,138,62,78,42,46,2,0,0,1
2,100,117,62,60,35,45,2,0,0,1
2,180,299,135,100,70,74,2,0,0,1
2,234,224,141,80,52,62,2,0,0,1
3,144,299,149,80,52,64,2,0,0,1
2,234,249,149,130,52,64,2,0,0,1
3,144,249,149,130,58,66,2,0,0,1
2,234,224,149,100,58,66,2,0,0,1
3,180,224,141,80,70,78,2,0,0,1
3,180,224,135,130,58,70,2,0,0,1
3,180,249,149,130,70,91,2,0,0,1
2,130,119,70,60,50,54,3,0,0,1
2,130,107,67,78,50,52,3,0,0,1
2,130,143,74,48,50,62,3,0,0,1
2,80,107,70,48,42,54,3,0,0,1
2,100,143,70,78,38,43,3,0,0,1
2,100,119,67,48,38,50,3,0,0,1
2,80,107,74,60,50,62,3,0,0,1
2,100,107,74,60,38,45,3,0,0,1
2,80,143,67,60,42,49,3,0,0,1
2,200,341,202,100,62,66,2,0,0,0
2,260,341,194,162,62,80,2,0,0,0
2,260,341,188,125,56,74,2,0,0,0
2,160,280,188,162,56,74,2,0,0,0
2,260,300,188,100,62,70,2,0,0,0
2,160,300,194,125,56,62,2,0,0,0
2,160,300,188,100,74,78,2,0,0,0
2,160,341,194,162,74,80,2,0,0,0
2,200,300,194,125,62,80,2,0,0,0
1,70,96,67,32,22,48,4,0,0,0
1,91,96,63,52,22,56,4,0,0,0
1,91,96,60,40,20,52,4,0,0,0
1,56,75,60,52,20,52,4,0,0,0
1,91,82,60,32,22,50,4,0,0,0
1,56,82,63,40,20,45,4,0,0,0
1,56,82,60,32,26,53,4,0,0,0
1,56,96,63,52,26,56,4,0,0,0
1,70,82,63,40,22,56,4,0,0,0
2,325,200,71,160,74,82,2,0,0,1
2,325,182,63,208,74,78,2,0,0,1
2,325,236,81,128,74,99,2,0,0,1
2,200,182,71,128,62,86,2,0,0,1
2,250,236,71,208,56,64,2,0,0,1
2,250,200,63,128,56,78,2,0,0,1
2,200,182,81,160,74,99,2,0,0,1
2,250,182,81,160,56,66,2,0,0,1
2,200,236,63,160,62,72,2,0,0,1
2,200,193,50,115,62,66,2,0,0,0
2,260,150,56,92,47,53,2,0,0,0
3,160,193,64,92,47,57,2,0,0,0
3,260,164,64,149,47,57,2,0,0,0
3,160,164,64,149,52,57,2,0,0,0
3,260,150,64,115,52,57,2,0,0,0
2,200,150,56,92,62,70,2,0,0,0
2,200,150,50,149,52,62,2,0,0,0
3,200,164,64,149,62,82,2,0,0,0
3,120,146,55,56,40,45,4,0,0,0
2,156,146,49,91,40,53,4,0,0,0
2,156,146,44,70,36,50,4,0,0,0
3,96,114,44,91,36,50,4,0,0,0
3,156,125,44,56,40,46,4,0,0,0
2,96,125,49,70,36,42,4,0,0,0
3,96,125,44,56,48,50,4,0,0,0
2,96,146,49,91,48,53,4,0,0,0
2,120,125,49,70,40,53,4,0,0,0
3,90,120,94,44,63,70,2,0,0,0
2,117,120,92,71,63,80,2,0,0,0
2,117,120,90,55,57,76,2,0,0,0
3,72,95,90,71,57,76,2,0,0,0
3,117,103,90,44,63,71,2,0,0,0
3,72,103,92,55,57,63,2,0,0,0
3,72,103,90,44,76,83,2,0,0,0
3,72,120,92,71,76,83,2,0,0,0
3,90,103,92,55,63,80,2,0,0,0
2,91,89,34,45,60,76,2,0,0,0
1,91,82,31,58,60,68,2,0,0,0
3,91,103,38,36,60,86,2,0,0,0
3,56,82,34,36,50,76,2,0,0,0
2,70,103,34,58,45,52,2,0,0,0
2,70,89,31,36,45,68,2,0,0,0
3,56,82,38,45,60,86,2,0,0,0
2,70,82,38,45,45,57,2,0,0,0
2,56,103,31,45,50,63,2,0,0,0
2,130,120,65,60,96,106,3,0,0,0
2,130,109,62,78,96,99,3,0,0,0
3,130,142,69,48,96,123,3,0,0,0
3,80,109,65,48,80,106,3,0,0,0
2,100,142,65,78,72,83,3,0,0,0
3,100,120,62,48,72,98,3,0,0,0
3,80,109,69,60,96,123,3,0,0,0
2,100,109,69,60,72,90,3,0,0,0
2,80,142,62,60,80,95,3,0,0,0
3,170,222,90,76,111,123,3,0,0,0
2,221,222,82,123,111,149,3,0,0,0
2,221,222,76,95,100,139,3,0,0,0
2,136,171,76,123,100,139,3,0,0,0
2,221,188,76,76,111,132,3,0,0,0
2,136,188,82,95,100,114,3,0,0,0
3,136,188,76,76,133,144,3,0,0,0
3,136,222,82,123,133,149,3,0,0,0
3,170,188,82,95,111,149,3,0,0,0
3,40,163,124,24,43,50,3,0,0,0
3,52,163,122,39,43,62,3,0,0,0
3,52,163,120,30,39,57,3,0,0,0
3,32,138,120,39,39,57,3,0,0,0
3,52,146,120,24,43,53,3,0,0,0
3,32,146,122,30,39,45,3,0,0,0
3,32,146,120,24,52,58,3,0,0,0
3,32,163,122,39,52,63,3,0,0,0
3,40,146,122,30,43,62,3,0,0,0
2,91,89,34,35,60,76,1,0,0,0
2,91,82,31,45,60,68,1,0,0,0
3,91,103,38,28,60,86,1,0,0,0
3,56,82,34,28,50,76,1,0,0,0
2,70,103,34,45,45,52,1,0,0,0
2,70,89,31,28,45,68,1,0,0,0
3,56,82,38,35,60,86,1,0,0,0
2,70,82,38,35,45,57,1,0,0,0
